76948,75238,79369
77629.9504950495,76156,79360
74224.74257425743,73123,75634
79688.63366336633,78145,81241
76579.62376237624,74995,78361
74448.31683168317,73519,75382
75516.46534653465,74653,77137
75136.77227722772,74293,75976
74740.41584158415,73582,76219
74079.49504950496,73087,75445
76571.69306930693,74653,78028
74822.57425742575,73969,75706
76916.54455445544,75058,78442
76194.58415841585,73744,78910
73946.36633663367,71854,76228
77250.34653465346,74860,78361
75982.23762376238,74581,77578
75820.86138613861,74689,76750
74794.9504950495,74068,75805
75896.06930693069,73375,77551
74786.75247524753,74266,75535
74985.19801980197,74050,76129
74833.44554455446,74230,75337
74563.17821782178,74176,75193
76634.51485148515,74941,78622
77873.30693069307,77119,79018
74132.24752475247,72475,75436
76173.91089108911,75256,77497
76435.89108910892,75598,77344
79119.76237623762,77677,80035
75453.46534653465,73321,77245
74909.9900990099,73276,75904
73872.40594059406,72511,74599
75870.58415841585,74257,76876
77428.47524752475,76552,78460
74499.19801980197,73357,75202
75995.06930693069,74311,77497
77309.78217821782,75580,78586
77080.14851485149,76048,78739
75515.0396039604,74671,76363
78259.0594059406,77155,79792
75204.13861386139,73951,76219
74787.46534653465,73699,75742
76357.92079207921,75112,77164
75720.25742574257,75040,76237
75043.20792079208,74068,76561
75078.9405940594,73258,76840
75885.28712871287,75058,76498
75168.0495049505,73978,76588
77128.9801980198,76282,78082
75837.79207920792,74716,77659
76449.07920792079,75445,77560
74742.82178217822,73933,75814
72741.25742574257,71638,73870
77001.46534653465,75301,78532
75290.0396039604,73528,76939
74731.23762376238,73744,76138
74571.82178217822,73789,75157
76636.74257425743,75643,78577
77017.9504950495,75742,78145
76869.9405940594,75760,78829
75925.83168316832,74869,77254
74880.49504950496,74176,75913
77614.80198019803,76390,78910
72278.24752475247,71224,74986
75135.07920792079,74032,76039
73656.22772277228,72619,74986
75065.75247524753,72961,76336
74281.32673267326,73672,75031
73700.60396039604,73015,74347
79114.50495049504,78136,80134
74220.73267326732,73366,75733
75257.24752475247,74023,76516
77757.64356435643,76147,78640
76427.51485148515,75364,77965
76621.32673267326,75742,78361
73746.13861386139,71773,75103
74298.25742574257,73519,75616
77253.46534653465,76255,78550
75229.80198019803,73825,76417
77267.900990099,76444,78523
74666.18811881189,72583,77002
73626.55445544554,71782,74878
74876.93069306931,73384,76606
73925.51485148515,72961,75040
76246.62376237624,75382,77038
74678.66336633664,73771,76255
76167.67326732674,75076,77407
75512.099009901,74941,76210
75224.9900990099,74446,75850
75261.43564356436,74419,77326
77700.97029702971,76822,78631
74508.64356435643,73294,75238
74250.13861386139,72592,75616
77101.08910891089,75850,78433
79076.099009901,77056,80089
75572.9603960396,74617,76975
75994.26732673268,74509,76912
75024.0495049505,74032,76885
75824.60396039604,74761,77119
