75611.36633663367,74293,77056
75022.35643564357,73654,77596
77015.900990099,75607,78217
77229.13861386139,75247,78775
77481.85148514851,76561,78289
75213.31683168317,73888,76714
77461,75823,79090
77760.13861386139,75823,78964
75975.64356435643,74833,76876
75696.73267326732,74806,76615
74507.48514851485,73645,75274
76667.66336633664,75868,77542
74037.52475247525,73204,75013
75803.84158415842,75049,76408
75361.23762376238,74329,76480
75046.41584158415,74167,76012
76302.58415841585,75373,76975
73909.83168316832,72880,75148
77804.15841584158,75553,79207
75711.97029702971,74194,76534
77740.71287128713,76732,78793
74473.44554455446,73771,75139
73075.32673267326,72106,74320
74972.81188118811,73456,77821
72307.65346534654,70891,74338
75634.17821782178,74599,76750
76305.25742574257,75130,77335
74262.61386138614,73141,75166
75070.83168316832,73789,76066
76346.24752475247,75319,77182
76238.60396039604,74986,77074
77882.93069306931,76795,78712
74040.37623762376,73069,75031
75677.30693069307,74707,76462
76201.35643564357,75418,76921
74510.15841584158,73807,75103
74087.24752475247,72898,75283
76191.55445544554,75004,77623
75810.79207920792,74338,78064
77396.12871287129,76597,78991
74961.40594059406,73996,76399
75396.79207920792,74437,76471
77897.81188118811,76759,79054
76075.44554455446,74383,76750
75273.55445544554,74275,75895
78697.74257425743,77704,79846
73246.14851485149,72304,74176
74099.900990099,72835,75850
75545.42574257425,74149,76750
77528.36633663367,76327,78397
75693.97029702971,74581,76678
78988.0594059406,77965,81034
76224.43564356436,75175,76984
76779.67326732674,75634,77965
74126.0099009901,71917,75796
78240.16831683168,77362,79063
76604.39603960396,75391,78298
72949.32673267326,71836,73987
73428.28712871287,71998,75292
75222.76237623762,73465,77137
78405.91089108911,76615,79972
78251.21782178218,77407,79216
76285.92079207921,75598,77047
75089.72277227722,74167,75751
76964.75247524753,75301,78397
76680.85148514851,75778,77587
75122.33663366336,74347,76039
77997.88118811882,77137,78550
75927.16831683168,74932,76444
75567.79207920792,74716,76525
74414.9900990099,73564,75256
77584.59405940594,75616,79207
75372.0198019802,73735,78073
75727.20792079208,73681,76642
72141.73267326732,70693,74167
76372.53465346535,75130,77380
76128.0198019802,75553,76813
74221.89108910892,73123,75760
76242.43564356436,75373,76993
78134.21782178218,76354,79702
76077.31683168317,74995,76858
78319.02970297029,77065,79423
75961.29702970297,74545,78199
75603.16831683168,74392,76975
78957.40594059406,77848,80332
76513.9504950495,75733,77200
78554.27722772278,77875,79738
77466.34653465346,75760,78703
79754.57425742575,78982,80395
74695.32673267326,73591,75922
75423.07920792079,74455,76795
74095.08910891089,72295,75742
77535.40594059406,76534,78523
77136.37623762376,76192,77812
75714.73267326732,74347,76534
77201.9603960396,75373,79666
76386.61386138614,74851,78019
75123.67326732674,73708,76741
76933.74257425743,76354,77668
75980.27722772278,74887,77560
