75764.63366336633,74347,76795
76139.42574257425,75247,77137
78048.22772277228,76912,79207
76852.47524752475,75985,77920
75009.07920792079,73798,76723
75971.27722772278,74770,77056
75406.50495049504,74482,76624
76798.65346534654,75544,77866
76768.62376237624,75418,78595
76143.88118811882,74374,77983
77312.900990099,76183,78604
74323.38613861386,73357,75337
74970.22772277228,73726,76246
76048.08910891089,74185,77884
76163.21782178218,74158,78469
75539.72277227722,74032,77470
76025.27722772278,74320,76903
77970.34653465346,76435,78802
74853.40594059406,73987,75751
76419.58415841585,75067,77866
77089.77227722772,75967,78901
74712.52475247525,73753,75751
77160.97029702971,75112,79153
74903.84158415842,73555,76057
75456.40594059406,74914,76120
76715.69306930693,75526,77623
75375.22772277228,74599,75967
75925.02970297029,75436,76885
73812.79207920792,72592,74995
76898.27722772278,75805,78541
74314.11881188118,73348,75454
75774.25742574257,74689,77299
77779.38613861386,76543,80044
76433.75247524753,73942,77776
78377.48514851485,76741,79594
78524.9603960396,77848,79288
74334.43564356436,73465,75130
78073,76840,78937
75772.20792079208,75238,76399
75272.30693069307,73168,76813
76612.86138613861,75508,77479
76641.64356435643,75391,77218
77267.63366336633,75940,78298
78298.9801980198,75922,79693
76629.34653465346,75562,77902
76606.44554455446,75868,77506
72864.40594059406,72187,74635
77827.23762376238,76579,78667
77923.74257425743,76804,79549
77321.9900990099,76129,78424
76148.42574257425,74887,77236
75586.32673267326,75022,76408
75378.61386138614,74725,76372
75925.56435643564,74824,77686
74978.60396039604,74140,76615
75181.32673267326,74167,76102
76763.18811881189,74977,78415
75801.34653465346,75040,76579
73947.43564356436,72628,75265
76290.91089108911,74356,77335
75016.47524752475,73780,75787
75618.9405940594,73852,77794
76681.11881188118,75760,77848
76776.64356435643,74104,78280
73354.50495049504,71566,74923
76366.65346534654,75634,77650
75109.50495049504,73942,75832
75095.42574257425,73933,76111
75486.34653465346,73681,77065
76667.21782178218,74905,78118
76807.38613861386,75643,77623
77310.85148514851,75589,78721
76585.41584158415,75535,78505
74328.91089108911,73546,75427
78239.72277227722,77200,79036
76874.21782178218,74932,78145
77065.17821782178,75211,78253
73977.0198019802,72331,76327
76931.51485148515,75661,78379
74157.0198019802,73447,75004
76089.70297029703,74743,77767
76484.63366336633,74770,77785
74493.9405940594,73402,75436
76724.06930693069,75418,77596
74876.57425742575,73681,75778
72679.59405940594,71737,73645
73106.51485148515,71917,74752
77022.31683168317,76084,77974
74402.06930693069,73249,75409
75557.099009901,74122,76435
75534.19801980197,73924,77434
75262.0594059406,74266,76642
77768.60396039604,76561,79333
76527.76237623762,75553,77119
72850.14851485149,71125,73690
77298.91089108911,76003,78460
74335.0594059406,73411,75112
77667.0198019802,76894,78388
75473.33663366336,74329,77029
75893.21782178218,74842,77209
