76262.30693069307,75382,77047
79946.42574257425,79108,80719
76588.62376237624,75868,77938
75745.47524752475,75274,76390
76627.74257425743,75364,77812
74128.41584158415,73123,75742
77477.12871287129,76300,78136
76200.0198019802,74509,78451
77690.0099009901,76354,79189
77462.51485148515,76444,78235
75826.92079207921,75301,76462
77514.37623762376,76363,78370
75621.07920792079,75094,76264
74352.34653465346,73042,75580
76328.06930693069,75400,77047
76297.68316831683,75346,78640
76639.50495049504,75616,77956
77538.61386138614,76633,78361
76054.86138613861,75274,76840
76604.21782178218,74653,78136
76171.9504950495,75112,77119
77101.08910891089,75859,79072
75310.71287128713,74563,76021
75434.93069306931,74239,76435
77215.14851485149,75697,78559
75094.62376237624,74167,76282
74588.21782178218,73438,75733
74222.9603960396,73024,75211
74994.10891089108,73699,75832
78395.21782178218,77371,79297
76881.43564356436,75553,77875
77961.43564356436,76750,78856
79220.9900990099,76534,80512
76260.79207920792,75022,77848
75028.59405940594,73672,76021
74051.87128712871,73186,74680
74558.9900990099,74041,75814
75908.63366336633,74482,76912
75192.55445544554,74041,76345
76865.48514851485,74869,77956
74201.93069306931,73195,74770
75831.28712871287,73933,77002
73914.64356435643,71377,76570
78124.0594059406,77263,79306
74695.14851485149,72799,76444
75202.35643564357,73987,75967
77142.61386138614,76318,78496
71944.89108910892,70927,73177
75127.77227722772,73987,77578
78040.83168316832,77146,79180
77063.30693069307,75508,79189
77128.17821782178,76264,77884
76754.45544554456,75832,77983
77695.89108910892,76426,78892
76126.86138613861,74986,77650
78074.60396039604,76408,79981
74287.02970297029,73267,75535
75516.73267326732,73213,78118
74778.0198019802,73969,75850
76828.32673267326,75463,78208
76515.10891089108,75058,78244
73494.31683168317,71728,74716
74812.68316831683,73186,76336
79300.02970297029,78406,81331
75885.10891089108,74581,77506
73641.16831683168,72196,74887
77035.77227722772,75508,78919
77992.71287128713,76219,79234
75306.61386138614,74203,76300
79232.30693069307,78433,80062
78039.58415841585,77245,78766
76350.97029702971,75427,77173
75424.59405940594,73537,76471
74004.91089108911,72790,75553
75621.16831683168,73933,76606
77678.9603960396,76786,78748
75201.0198019802,74374,75904
76819.77227722772,75760,78352
75632.93069306931,74977,76390
72998.42574257425,71062,74239
75489.46534653465,74014,76678
74779.26732673268,73744,76039
73862.42574257425,72439,75445
74352.79207920792,73357,75589
73384.26732673268,72691,74356
75510.58415841585,74293,77227
75101.93069306931,73186,76498
75908.36633663367,74086,77056
77360.57425742575,76453,78019
73685.900990099,72097,75121
77355.31683168317,75760,78730
78482.9900990099,76678,79513
74995.53465346535,74005,76345
75619.29702970297,74347,76939
74998.38613861386,74275,75481
74224.02970297029,72763,75688
76560.55445544554,75247,77425
75817.83168316832,74500,77317
76318.9801980198,74194,77875
76905.40594059406,76021,77722
